=====================================================================================================================================================================
Beale optimizer                                       cost      time [us]       |grad|/|fval|    #fails    #iters         #fcalls         #gcalls         speed      
lbfgs[init-consistent][backtrack-Wolfe]               3872      785.371094      0.000000         0         106.309570      1290.693359     1290.693359     0.842343   
cgd-prp[init-unit][backtrack-strong-Wolfe]            3888      619.880859      0.000000         0         133.482422      1296.058594     1296.058594     0.874413   
cgd-prp[init-quadratic][backtrack-strong-Wolfe]       3926      628.474609      0.000000         0         133.273438      1308.841797     1308.841797     0.874223   
cgd-n[init-unit][backtrack-strong-Wolfe]              4078      661.548828      0.000000         0         139.615234      1359.643555     1359.643555     0.879569   
cgd-cd[init-unit][backtrack-strong-Wolfe]             4303      687.567383      0.000000         0         155.456055      1434.569336     1434.569336     0.891126   
cgd-n[init-quadratic][backtrack-strong-Wolfe]         4395      723.172852      0.000000         0         150.237305      1465.308594     1465.308594     0.888335   
cgd-dycd[init-unit][backtrack-strong-Wolfe]           4650      756.918945      0.000000         0         168.924805      1550.295898     1550.295898     0.899261   
cgd-cd[init-quadratic][backtrack-strong-Wolfe]        4677      744.273438      0.000000         0         159.269531      1559.240234     1559.240234     0.893518   
cgd-dycd[init-quadratic][backtrack-strong-Wolfe]      5129      813.916016      0.000000         0         172.955078      1709.748047     1709.748047     0.901388   
gd[init-quadratic][backtrack-Wolfe]                   5668      1460.391602     0.000000         0         1228.416992     1889.650391     1889.650391     0.985237   
cgd-n[init-unit][backtrack-Armijo]                    5743      1345.318359     0.000000         0         695.022461      1914.609375     1914.609375     0.969004   
cgd-dyhs[init-consistent][backtrack-Wolfe]            5769      870.442383      0.000000         0         149.945312      1923.030273     1923.030273     0.888293   
cgd-n[init-unit][backtrack-Wolfe]                     6012      1377.660156     0.000000         0         696.772461      2004.089844     2004.089844     0.968685   
cgd-hs[init-consistent][backtrack-Wolfe]              6200      923.615234      0.000000         0         163.582031      2066.937500     2066.937500     0.897729   
cgd-dycd[init-unit][backtrack-Wolfe]                  6313      1395.630859     0.000000         0         713.189453      2104.534180     2104.534180     0.974375   
cgd-dy[init-consistent][backtrack-strong-Wolfe]       6425      913.329102      0.000000         0         97.084961       2141.866211     2141.866211     0.832016   
gd[init-quadratic][interp]                            6526      2468.530273     0.000000         0         1714.640625     2175.520508     2175.520508     0.989989   
cgd-dy[init-unit][backtrack-Wolfe]                    6530      1378.283203     0.000000         0         731.503906      2176.672852     2176.672852     0.975285   
cgd-dy[init-unit][backtrack-Armijo]                   7040      1446.229492     0.000000         0         746.708008      2346.842773     2346.842773     0.975457   
cgd-dyhs[init-consistent][backtrack-strong-Wolfe]     7277      1043.998047     0.000000         0         111.133789      2425.875000     2425.875000     0.850831   
cgd-hs[init-consistent][backtrack-strong-Wolfe]       7449      1064.535156     0.000000         0         113.671875      2483.098633     2483.098633     0.853816   
cgd-fr[init-consistent][backtrack-strong-Wolfe]       7464      1061.050781     0.000000         0         112.232422      2488.032227     2488.032227     0.853233   
gd[init-quadratic][backtrack-Armijo]                  7568      2422.875000     0.000000         0         2478.718750     2522.885742     2522.885742     0.992990   
gd[init-quadratic][backtrack-strong-Wolfe]            7902      1349.224609     0.000000         0         513.011719      2634.031250     2634.031250     0.962301   
cgd-ls[init-consistent][backtrack-strong-Wolfe]       8080      1153.043945     0.000000         0         123.422852      2693.413086     2693.413086     0.864310   
cgd-prp[init-consistent][backtrack-strong-Wolfe]      8535      1216.770508     0.000000         0         130.376953      2845.277344     2845.277344     0.871253   
cgd-n[init-consistent][backtrack-strong-Wolfe]        9675      1384.316406     0.000000         0         147.261719      3225.296875     3225.296875     0.886469   
cgd-n[init-consistent][backtrack-Wolfe]               10103     1531.173828     0.000000         0         270.914062      3367.679688     3367.679688     0.935357   
cgd-cd[init-consistent][backtrack-strong-Wolfe]       10720     1525.882812     0.000000         0         169.859375      3573.640625     3573.640625     0.899461   
gd[init-unit][interp]                                 10972     4142.526367     0.000000         0         1748.646484     3657.549805     3657.549805     0.990316   
cgd-dycd[init-consistent][backtrack-strong-Wolfe]     11397     1644.021484     0.000000         0         181.186523      3799.149414     3799.149414     0.905319   
cgd-ls[init-unit][backtrack-Armijo]                   12149     3073.311523     0.000000         0         2017.600586     4049.965820     4049.965820     0.988153   
gd[init-consistent][cgdescent]                        13688     5975.881836     0.000000         0         947.041992      4562.799805     4562.799805     0.978653   
